"REF_DATE","GEO","DGUID","Distribution","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-10","Northwest Territories","2016A000261","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v1427756121","10.1.1","0.0","","","","1"
"2019-10","Northwest Territories","2016A000261","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v1427756124","10.1.2","0.0","","","","1"
"2019-10","Northwest Territories","2016A000261","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v1427756127","10.1.3","0.0","","","","1"
"2019-10","Northwest Territories","2016A000261","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1427756042","10.1.4","0","","","","0"
"2019-10","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v1427756122","10.2.1","13.0","","","","1"
"2019-10","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v1427756125","10.2.2","0.5","","","","1"
"2019-10","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v1427756128","10.2.3","17.0","","","","1"
"2019-10","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1427756043","10.2.4","249","","","","0"
"2019-10","Northwest Territories","2016A000261","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v1427756123","10.3.1","31.0","","","","1"
"2019-10","Northwest Territories","2016A000261","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v1427756126","10.3.2","1.2","","","","1"
"2019-10","Northwest Territories","2016A000261","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v1427756129","10.3.3","41.0","","","","1"
"2019-10","Northwest Territories","2016A000261","Deliveries to residential consumers","Customers","Customers","76","units","0","v1427756044","10.3.4","584","","","","0"
"2019-11","Canada","2016A000011124","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028668","1.1.1","1679020.0","","","","1"
"2019-11","Canada","2016A000011124","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028669","1.1.2","65532.6","","","","1"
"2019-11","Canada","2016A000011124","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028670","1.1.3","273023.3","","","","1"
"2019-11","Canada","2016A000011124","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314460","1.1.4","21215","","","","0"
"2019-11","Canada","2016A000011124","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028671","1.2.1","1851871.0","","","","1"
"2019-11","Canada","2016A000011124","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028672","1.2.2","72523.8","","","","1"
"2019-11","Canada","2016A000011124","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028673","1.2.3","420862.0","","","","1"
"2019-11","Canada","2016A000011124","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314461","1.2.4","623069","","","","0"
"2019-11","Canada","2016A000011124","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028674","1.3.1","1972146.0","","","","1"
"2019-11","Canada","2016A000011124","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028675","1.3.2","77621.7","","","","1"
"2019-11","Canada","2016A000011124","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028676","1.3.3","562890.2","","","","1"
"2019-11","Canada","2016A000011124","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314462","1.3.4","6540640","","","","0"
"2019-11","Nova Scotia","2016A000212","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028677","2.1.1","5489.0","","","","1"
"2019-11","Nova Scotia","2016A000212","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028678","2.1.2","211.9","","","","1"
"2019-11","Nova Scotia","2016A000212","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028679","2.1.3","531.0","","","","1"
"2019-11","Nova Scotia","2016A000212","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314463","2.1.4","6","","","","0"
"2019-11","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028680","2.2.1","18929.0","","","","1"
"2019-11","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028681","2.2.2","730.9","","","","1"
"2019-11","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028682","2.2.3","9772.0","","","","1"
"2019-11","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314464","2.2.4","3328","","","","0"
"2019-11","Nova Scotia","2016A000212","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028683","2.3.1","852.0","","","","1"
"2019-11","Nova Scotia","2016A000212","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028684","2.3.2","32.9","","","","1"
"2019-11","Nova Scotia","2016A000212","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028685","2.3.3","713.0","","","","1"
"2019-11","Nova Scotia","2016A000212","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314465","2.3.4","4315","","","","0"
"2019-11","New Brunswick","2016A000213","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028686","3.1.1","5755.0","","","","1"
"2019-11","New Brunswick","2016A000213","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028687","3.1.2","222.8","","","","1"
"2019-11","New Brunswick","2016A000213","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028688","3.1.3","1021.0","","","","1"
"2019-11","New Brunswick","2016A000213","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314466","3.1.4","11","","","","0"
"2019-11","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028689","3.2.1","7585.0","","","","1"
"2019-11","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028690","3.2.2","293.6","","","","1"
"2019-11","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028691","3.2.3","2929.0","","","","1"
"2019-11","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314467","3.2.4","3661","","","","0"
"2019-11","New Brunswick","2016A000213","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028692","3.3.1","1491.0","","","","1"
"2019-11","New Brunswick","2016A000213","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028693","3.3.2","57.7","","","","1"
"2019-11","New Brunswick","2016A000213","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028694","3.3.3","729.0","","","","1"
"2019-11","New Brunswick","2016A000213","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314468","3.3.4","8236","","","","0"
"2019-11","Quebec","2016A000224","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028695","4.1.1","406000.0","","","","1"
"2019-11","Quebec","2016A000224","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028696","4.1.2","15385.5","","","","1"
"2019-11","Quebec","2016A000224","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028697","4.1.3","53620.0","","","","1"
"2019-11","Quebec","2016A000224","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314469","4.1.4","7132","","","","0"
"2019-11","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028698","4.2.1","176322.0","","","","1"
"2019-11","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028699","4.2.2","6685.0","","","","1"
"2019-11","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028700","4.2.3","61992.0","","","","1"
"2019-11","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314470","4.2.4","49602","","","","0"
"2019-11","Quebec","2016A000224","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028701","4.3.1","64570.0","","","","1"
"2019-11","Quebec","2016A000224","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028702","4.3.2","2450.5","","","","1"
"2019-11","Quebec","2016A000224","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028703","4.3.3","30847.4","","","","1"
"2019-11","Quebec","2016A000224","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314471","4.3.4","147065","","","","0"
"2019-11","Ontario","2016A000235","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028704","5.1.1","885081.0","","","","1"
"2019-11","Ontario","2016A000235","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028705","5.1.2","34668.6","","","","1"
"2019-11","Ontario","2016A000235","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028706","5.1.3","185285.9","","","","1"
"2019-11","Ontario","2016A000235","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314472","5.1.4","11391","","","","0"
"2019-11","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028707","5.2.1","922259.0","","","","1"
"2019-11","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028708","5.2.2","36125.2","","","","1"
"2019-11","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028709","5.2.3","239729.3","","","","1"
"2019-11","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314473","5.2.4","282499","","","","0"
"2019-11","Ontario","2016A000235","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028710","5.3.1","1023976.0","","","","1"
"2019-11","Ontario","2016A000235","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028711","5.3.2","40109.3","","","","1"
"2019-11","Ontario","2016A000235","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028712","5.3.3","321532.4","","","","1"
"2019-11","Ontario","2016A000235","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314474","5.3.4","3454345","","","","0"
"2019-11","Manitoba","2016A000246","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028713","6.1.1","81754.0","","","","1"
"2019-11","Manitoba","2016A000246","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028714","6.1.2","3147.5","","","","1"
"2019-11","Manitoba","2016A000246","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028715","6.1.3","9858.3","","","","1"
"2019-11","Manitoba","2016A000246","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314475","6.1.4","123","","","","0"
"2019-11","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028716","6.2.1","90303.0","","","","1"
"2019-11","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028717","6.2.2","3476.7","","","","1"
"2019-11","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028718","6.2.3","15907.0","","","","1"
"2019-11","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314476","6.2.4","26372","","","","0"
"2019-11","Manitoba","2016A000246","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028719","6.3.1","72108.0","","","","1"
"2019-11","Manitoba","2016A000246","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028720","6.3.2","2776.2","","","","1"
"2019-11","Manitoba","2016A000246","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028721","6.3.3","17771.0","","","","1"
"2019-11","Manitoba","2016A000246","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314477","6.3.4","260209","","","","0"
"2019-11","Saskatchewan","2016A000247","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028722","7.1.1","1778.0","","","","1"
"2019-11","Saskatchewan","2016A000247","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028723","7.1.2","69.6","","","","1"
"2019-11","Saskatchewan","2016A000247","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028724","7.1.3","244.0","","","","1"
"2019-11","Saskatchewan","2016A000247","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314478","7.1.4","23","","","","0"
"2019-11","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028725","7.2.1","89095.0","","","","1"
"2019-11","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028726","7.2.2","3487.2","","","","1"
"2019-11","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028727","7.2.3","19382.0","","","","1"
"2019-11","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314479","7.2.4","41323","","","","0"
"2019-11","Saskatchewan","2016A000247","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028728","7.3.1","120646.0","","","","1"
"2019-11","Saskatchewan","2016A000247","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028729","7.3.2","4722.1","","","","1"
"2019-11","Saskatchewan","2016A000247","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028730","7.3.3","31449.0","","","","1"
"2019-11","Saskatchewan","2016A000247","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314480","7.3.4","354809","","","","0"
"2019-11","Alberta","2016A000248","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028731","8.1.1","95417.0","","","","1"
"2019-11","Alberta","2016A000248","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028732","8.1.2","3660.9","","","","1"
"2019-11","Alberta","2016A000248","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028733","8.1.3","6196.2","","","","1"
"2019-11","Alberta","2016A000248","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314481","8.1.4","574","","","","0"
"2019-11","Alberta","2016A000248","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028734","8.2.1","393285.0","","","","1"
"2019-11","Alberta","2016A000248","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028735","8.2.2","15364.3","","","","1"
"2019-11","Alberta","2016A000248","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028736","8.2.3","27476.7","","","","1"
"2019-11","Alberta","2016A000248","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314482","8.2.4","114873","","","","0"
"2019-11","Alberta","2016A000248","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028737","8.3.1","450132.0","","","","1"
"2019-11","Alberta","2016A000248","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028738","8.3.2","17632.3","","","","1"
"2019-11","Alberta","2016A000248","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028739","8.3.3","72688.4","","","","1"
"2019-11","Alberta","2016A000248","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314483","8.3.4","1334395","","","","0"
"2019-11","British Columbia","2016A000259","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028740","9.1.1","197746.0","","","","1"
"2019-11","British Columbia","2016A000259","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028741","9.1.2","8165.6","","","","1"
"2019-11","British Columbia","2016A000259","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028742","9.1.3","16267.0","","","","1"
"2019-11","British Columbia","2016A000259","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314484","9.1.4","1955","","","","0"
"2019-11","British Columbia","2016A000259","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028743","9.2.1","153876.0","","","","1"
"2019-11","British Columbia","2016A000259","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028744","9.2.2","6352.9","","","","1"
"2019-11","British Columbia","2016A000259","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028745","9.2.3","43385.0","","","","1"
"2019-11","British Columbia","2016A000259","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314485","9.2.4","101162","","","","0"
"2019-11","British Columbia","2016A000259","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028746","9.3.1","237865.0","","","","1"
"2019-11","British Columbia","2016A000259","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028747","9.3.2","9821.7","","","","1"
"2019-11","British Columbia","2016A000259","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028748","9.3.3","86484.0","","","","1"
"2019-11","British Columbia","2016A000259","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314486","9.3.4","976682","","","","0"
"2019-11","Northwest Territories","2016A000261","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v1427756121","10.1.1","0.0","","","","1"
"2019-11","Northwest Territories","2016A000261","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v1427756124","10.1.2","0.0","","","","1"
"2019-11","Northwest Territories","2016A000261","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v1427756127","10.1.3","0.0","","","","1"
"2019-11","Northwest Territories","2016A000261","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1427756042","10.1.4","0","","","","0"
"2019-11","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v1427756122","10.2.1","217.0","","","","1"
"2019-11","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v1427756125","10.2.2","8.2","","","","1"
"2019-11","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v1427756128","10.2.3","289.0","","","","1"
"2019-11","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1427756043","10.2.4","249","","","","0"
"2019-11","Northwest Territories","2016A000261","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v1427756123","10.3.1","506.0","","","","1"
"2019-11","Northwest Territories","2016A000261","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v1427756126","10.3.2","19.1","","","","1"
"2019-11","Northwest Territories","2016A000261","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v1427756129","10.3.3","676.0","","","","1"
"2019-11","Northwest Territories","2016A000261","Deliveries to residential consumers","Customers","Customers","76","units","0","v1427756044","10.3.4","584","","","","0"
"2019-12","Canada","2016A000011124","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028668","1.1.1","1708614.0","","","","1"
"2019-12","Canada","2016A000011124","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028669","1.1.2","66743.3","","","","1"
"2019-12","Canada","2016A000011124","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028670","1.1.3","276241.9","","","","1"
"2019-12","Canada","2016A000011124","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314460","1.1.4","21305","","","","0"
"2019-12","Canada","2016A000011124","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028671","1.2.1","2187508.0","","","","1"
"2019-12","Canada","2016A000011124","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028672","1.2.2","85613.9","","","","1"
"2019-12","Canada","2016A000011124","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028673","1.2.3","473637.0","","","","1"
"2019-12","Canada","2016A000011124","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314461","1.2.4","624958","","","","0"
"2019-12","Canada","2016A000011124","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028674","1.3.1","2339721.0","","","","1"
"2019-12","Canada","2016A000011124","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028675","1.3.2","92009.2","","","","1"
"2019-12","Canada","2016A000011124","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028676","1.3.3","609219.3","","","","1"
"2019-12","Canada","2016A000011124","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314462","1.3.4","6547127","","","","0"
"2019-12","Nova Scotia","2016A000212","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028677","2.1.1","4856.0","","","","1"
"2019-12","Nova Scotia","2016A000212","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028678","2.1.2","189.7","","","","1"
"2019-12","Nova Scotia","2016A000212","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028679","2.1.3","486.0","","","","1"
"2019-12","Nova Scotia","2016A000212","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314463","2.1.4","6","","","","0"
"2019-12","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028680","2.2.1","24995.0","","","","1"
"2019-12","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028681","2.2.2","976.3","","","","1"
"2019-12","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028682","2.2.3","13816.0","","","","1"
"2019-12","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314464","2.2.4","3344","","","","0"
"2019-12","Nova Scotia","2016A000212","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028683","2.3.1","1317.0","","","","1"
"2019-12","Nova Scotia","2016A000212","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028684","2.3.2","51.5","","","","1"
"2019-12","Nova Scotia","2016A000212","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028685","2.3.3","1063.0","","","","1"
"2019-12","Nova Scotia","2016A000212","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314465","2.3.4","4344","","","","0"
"2019-12","New Brunswick","2016A000213","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028686","3.1.1","5707.0","","","","1"
"2019-12","New Brunswick","2016A000213","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028687","3.1.2","223.1","","","","1"
"2019-12","New Brunswick","2016A000213","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028688","3.1.3","1008.0","","","","1"
"2019-12","New Brunswick","2016A000213","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314466","3.1.4","11","","","","0"
"2019-12","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028689","3.2.1","10323.0","","","","1"
"2019-12","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028690","3.2.2","403.5","","","","1"
"2019-12","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028691","3.2.3","3892.0","","","","1"
"2019-12","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314467","3.2.4","3697","","","","0"
"2019-12","New Brunswick","2016A000213","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028692","3.3.1","2024.0","","","","1"
"2019-12","New Brunswick","2016A000213","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028693","3.3.2","79.1","","","","1"
"2019-12","New Brunswick","2016A000213","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028694","3.3.3","946.0","","","","1"
"2019-12","New Brunswick","2016A000213","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314468","3.3.4","8281","","","","0"
"2019-12","Quebec","2016A000224","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028695","4.1.1","386041.0","","","","1"
"2019-12","Quebec","2016A000224","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028696","4.1.2","14632.3","","","","1"
"2019-12","Quebec","2016A000224","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028697","4.1.3","43939.0","","","","1"
"2019-12","Quebec","2016A000224","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314469","4.1.4","7132","","","","0"
"2019-12","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028698","4.2.1","238314.0","","","","1"
"2019-12","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028699","4.2.2","9042.2","","","","1"
"2019-12","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028700","4.2.3","73767.0","","","","1"
"2019-12","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314470","4.2.4","49606","","","","0"
"2019-12","Quebec","2016A000224","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028701","4.3.1","100042.0","","","","1"
"2019-12","Quebec","2016A000224","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028702","4.3.2","3802.2","","","","1"
"2019-12","Quebec","2016A000224","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028703","4.3.3","40010.0","","","","1"
"2019-12","Quebec","2016A000224","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314471","4.3.4","147130","","","","0"
"2019-12","Ontario","2016A000235","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028704","5.1.1","908098.0","","","","1"
"2019-12","Ontario","2016A000235","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028705","5.1.2","35570.2","","","","1"
"2019-12","Ontario","2016A000235","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028706","5.1.3","194409.8","","","","1"
"2019-12","Ontario","2016A000235","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314472","5.1.4","11477","","","","0"
"2019-12","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028707","5.2.1","1027983.0","","","","1"
"2019-12","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028708","5.2.2","40266.8","","","","1"
