"REF_DATE","GEO","DGUID","Distribution","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-06","Nova Scotia","2016A000212","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314463","2.1.4","6","","","","0"
"2016-06","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028680","2.2.1","4451.0","","","","1"
"2016-06","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028681","2.2.2","175.8","","","","1"
"2016-06","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028682","2.2.3","2362.0","","","","1"
"2016-06","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314464","2.2.4","3113","","","","0"
"2016-06","Nova Scotia","2016A000212","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028683","2.3.1","108.0","","","","1"
"2016-06","Nova Scotia","2016A000212","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028684","2.3.2","4.3","","","","1"
"2016-06","Nova Scotia","2016A000212","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028685","2.3.3","136.0","","","","1"
"2016-06","Nova Scotia","2016A000212","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314465","2.3.4","3894","","","","0"
"2016-06","New Brunswick","2016A000213","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028686","3.1.1","3415.0","","","","1"
"2016-06","New Brunswick","2016A000213","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028687","3.1.2","135.0","","","","1"
"2016-06","New Brunswick","2016A000213","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028688","3.1.3","598.1","","","","1"
"2016-06","New Brunswick","2016A000213","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314466","3.1.4","11","","","","0"
"2016-06","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028689","3.2.1","2134.0","","","","1"
"2016-06","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028690","3.2.2","84.4","","","","1"
"2016-06","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028691","3.2.3","985.9","","","","1"
"2016-06","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314467","3.2.4","3635","","","","0"
"2016-06","New Brunswick","2016A000213","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028692","3.3.1","446.0","","","","1"
"2016-06","New Brunswick","2016A000213","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028693","3.3.2","17.7","","","","1"
"2016-06","New Brunswick","2016A000213","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028694","3.3.3","320.7","","","","1"
"2016-06","New Brunswick","2016A000213","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314468","3.3.4","8195","","","","0"
"2016-06","Quebec","2016A000224","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028695","4.1.1","229168.0","","","","1"
"2016-06","Quebec","2016A000224","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028696","4.1.2","8683.9","","","","1"
"2016-06","Quebec","2016A000224","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028697","4.1.3","31631.0","","","","1"
"2016-06","Quebec","2016A000224","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314469","4.1.4","7132","","","","0"
"2016-06","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028698","4.2.1","72595.0","","","","1"
"2016-06","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028699","4.2.2","2751.0","","","","1"
"2016-06","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028700","4.2.3","23064.0","","","","1"
"2016-06","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314470","4.2.4","49551","","","","0"
"2016-06","Quebec","2016A000224","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028701","4.3.1","18038.0","","","","1"
"2016-06","Quebec","2016A000224","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028702","4.3.2","683.8","","","","1"
"2016-06","Quebec","2016A000224","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028703","4.3.3","10232.0","","","","1"
"2016-06","Quebec","2016A000224","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314471","4.3.4","146654","","","","0"
"2016-06","Ontario","2016A000235","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028704","5.1.1","615990.0","","","","1"
"2016-06","Ontario","2016A000235","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028705","5.1.2","23789.5","","","","1"
"2016-06","Ontario","2016A000235","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028706","5.1.3","135651.8","","","","1"
"2016-06","Ontario","2016A000235","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314472","5.1.4","6219","","","","0"
"2016-06","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028707","5.2.1","267932.0","","","","1"
"2016-06","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028708","5.2.2","10346.7","","","","1"
"2016-06","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028709","5.2.3","85345.1","","","","1"
"2016-06","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314473","5.2.4","153005","","","","0"
"2016-06","Ontario","2016A000235","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028710","5.3.1","264609.0","","","","1"
"2016-06","Ontario","2016A000235","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028711","5.3.2","10218.7","","","","1"
"2016-06","Ontario","2016A000235","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028712","5.3.3","125524.1","","","","1"
"2016-06","Ontario","2016A000235","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314474","5.3.4","1975777","","","","0"
"2016-06","Manitoba","2016A000246","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028713","6.1.1","59085.0","","","","1"
"2016-06","Manitoba","2016A000246","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028714","6.1.2","2257.0","","","","1"
"2016-06","Manitoba","2016A000246","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028715","6.1.3","21620.8","","","","1"
"2016-06","Manitoba","2016A000246","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314475","6.1.4","110","","","","0"
"2016-06","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028716","6.2.1","16753.0","","","","1"
"2016-06","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028717","6.2.2","640.0","","","","1"
"2016-06","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028718","6.2.3","5787.2","","","","1"
"2016-06","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314476","6.2.4","24607","","","","0"
"2016-06","Manitoba","2016A000246","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028719","6.3.1","8126.0","","","","1"
"2016-06","Manitoba","2016A000246","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028720","6.3.2","310.4","","","","1"
"2016-06","Manitoba","2016A000246","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028721","6.3.3","6904.0","","","","1"
"2016-06","Manitoba","2016A000246","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314477","6.3.4","245963","","","","0"
"2016-06","Saskatchewan","2016A000247","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028722","7.1.1","1199.0","","","","1"
"2016-06","Saskatchewan","2016A000247","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028723","7.1.2","46.6","","","","1"
"2016-06","Saskatchewan","2016A000247","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028724","7.1.3","151.0","","","","1"
"2016-06","Saskatchewan","2016A000247","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314478","7.1.4","23","","","","0"
"2016-06","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028725","7.2.1","19745.0","","","","1"
"2016-06","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028726","7.2.2","766.7","","","","1"
"2016-06","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028727","7.2.3","5043.1","","","","1"
"2016-06","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314479","7.2.4","39863","","","","0"
"2016-06","Saskatchewan","2016A000247","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028728","7.3.1","18586.0","","","","1"
"2016-06","Saskatchewan","2016A000247","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028729","7.3.2","721.7","","","","1"
"2016-06","Saskatchewan","2016A000247","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028730","7.3.3","11852.6","","","","1"
"2016-06","Saskatchewan","2016A000247","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314480","7.3.4","347500","","","","0"
"2016-06","Alberta","2016A000248","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028731","8.1.1","61037.0","","","","1"
"2016-06","Alberta","2016A000248","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028732","8.1.2","2321.0","","","","1"
"2016-06","Alberta","2016A000248","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028733","8.1.3","2931.0","","","","1"
"2016-06","Alberta","2016A000248","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314481","8.1.4","574","","","","0"
"2016-06","Alberta","2016A000248","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028734","8.2.1","91993.0","","","","1"
"2016-06","Alberta","2016A000248","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028735","8.2.2","3589.4","","","","1"
"2016-06","Alberta","2016A000248","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028736","8.2.3","9833.8","","","","1"
"2016-06","Alberta","2016A000248","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314482","8.2.4","112561","","","","0"
"2016-06","Alberta","2016A000248","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028737","8.3.1","97318.0","","","","1"
"2016-06","Alberta","2016A000248","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028738","8.3.2","3802.2","","","","1"
"2016-06","Alberta","2016A000248","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028739","8.3.3","35054.8","","","","1"
"2016-06","Alberta","2016A000248","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314483","8.3.4","1283032","","","","0"
"2016-06","British Columbia","2016A000259","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028740","9.1.1","140092.0","","","","1"
"2016-06","British Columbia","2016A000259","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028741","9.1.2","5666.7","","","","1"
"2016-06","British Columbia","2016A000259","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028742","9.1.3","11040.5","","","","1"
"2016-06","British Columbia","2016A000259","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314484","9.1.4","2651","","","","0"
"2016-06","British Columbia","2016A000259","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028743","9.2.1","49700.0","","","","1"
"2016-06","British Columbia","2016A000259","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028744","9.2.2","2009.8","","","","1"
"2016-06","British Columbia","2016A000259","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028745","9.2.3","14353.4","","","","1"
"2016-06","British Columbia","2016A000259","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314485","9.2.4","96479","","","","0"
"2016-06","British Columbia","2016A000259","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028746","9.3.1","61410.0","","","","1"
"2016-06","British Columbia","2016A000259","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028747","9.3.2","2482.4","","","","1"
"2016-06","British Columbia","2016A000259","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028748","9.3.3","27766.8","","","","1"
"2016-06","British Columbia","2016A000259","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314486","9.3.4","941072","","","","0"
"2016-06","Northwest Territories","2016A000261","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v1427756121","10.1.1","0.0","","","","1"
"2016-06","Northwest Territories","2016A000261","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v1427756124","10.1.2","0.0","","","","1"
"2016-06","Northwest Territories","2016A000261","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v1427756127","10.1.3","0.0","","","","1"
"2016-06","Northwest Territories","2016A000261","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1427756042","10.1.4","0","","","","0"
"2016-06","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v1427756122","10.2.1","31.0","","","","1"
"2016-06","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v1427756125","10.2.2","1.2","","","","1"
"2016-06","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v1427756128","10.2.3","41.0","","","","1"
"2016-06","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1427756043","10.2.4","252","","","","0"
"2016-06","Northwest Territories","2016A000261","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v1427756123","10.3.1","140.0","","","","1"
"2016-06","Northwest Territories","2016A000261","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v1427756126","10.3.2","5.3","","","","1"
"2016-06","Northwest Territories","2016A000261","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v1427756129","10.3.3","186.2","","","","1"
"2016-06","Northwest Territories","2016A000261","Deliveries to residential consumers","Customers","Customers","76","units","0","v1427756044","10.3.4","576","","","","0"
"2016-07","Canada","2016A000011124","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028668","1.1.1","1173438.0","","","","1"
"2016-07","Canada","2016A000011124","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028669","1.1.2","45377.0","","","","1"
"2016-07","Canada","2016A000011124","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028670","1.1.3","226094.4","","","","1"
"2016-07","Canada","2016A000011124","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314460","1.1.4","16695","","","","0"
"2016-07","Canada","2016A000011124","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028671","1.2.1","463339.0","","","","1"
"2016-07","Canada","2016A000011124","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028672","1.2.2","17951.5","","","","1"
"2016-07","Canada","2016A000011124","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028673","1.2.3","132691.8","","","","1"
"2016-07","Canada","2016A000011124","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314461","1.2.4","481962","","","","0"
"2016-07","Canada","2016A000011124","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028674","1.3.1","404694.0","","","","1"
"2016-07","Canada","2016A000011124","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028675","1.3.2","15766.6","","","","1"
"2016-07","Canada","2016A000011124","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028676","1.3.3","198140.2","","","","1"
"2016-07","Canada","2016A000011124","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314462","1.3.4","4952846","","","","0"
"2016-07","Nova Scotia","2016A000212","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028677","2.1.1","6592.0","","","","1"
"2016-07","Nova Scotia","2016A000212","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028678","2.1.2","260.5","","","","1"
"2016-07","Nova Scotia","2016A000212","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028679","2.1.3","811.9","","","","1"
"2016-07","Nova Scotia","2016A000212","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314463","2.1.4","6","","","","0"
"2016-07","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028680","2.2.1","3353.0","","","","1"
"2016-07","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028681","2.2.2","132.5","","","","1"
"2016-07","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028682","2.2.3","1756.7","","","","1"
"2016-07","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314464","2.2.4","3113","","","","0"
"2016-07","Nova Scotia","2016A000212","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028683","2.3.1","85.0","","","","1"
"2016-07","Nova Scotia","2016A000212","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028684","2.3.2","3.3","","","","1"
"2016-07","Nova Scotia","2016A000212","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028685","2.3.3","130.0","","","","1"
"2016-07","Nova Scotia","2016A000212","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314465","2.3.4","3894","","","","0"
"2016-07","New Brunswick","2016A000213","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028686","3.1.1","3037.0","","","","1"
"2016-07","New Brunswick","2016A000213","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028687","3.1.2","119.8","","","","1"
"2016-07","New Brunswick","2016A000213","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028688","3.1.3","583.0","","","","1"
"2016-07","New Brunswick","2016A000213","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314466","3.1.4","11","","","","0"
"2016-07","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028689","3.2.1","1620.0","","","","1"
"2016-07","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028690","3.2.2","63.9","","","","1"
"2016-07","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028691","3.2.3","814.0","","","","1"
"2016-07","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314467","3.2.4","3635","","","","0"
"2016-07","New Brunswick","2016A000213","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028692","3.3.1","317.0","","","","1"
"2016-07","New Brunswick","2016A000213","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028693","3.3.2","12.5","","","","1"
"2016-07","New Brunswick","2016A000213","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028694","3.3.3","272.0","","","","1"
"2016-07","New Brunswick","2016A000213","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314468","3.3.4","8195","","","","0"
"2016-07","Quebec","2016A000224","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028695","4.1.1","227606.0","","","","1"
"2016-07","Quebec","2016A000224","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028696","4.1.2","8624.9","","","","1"
"2016-07","Quebec","2016A000224","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028697","4.1.3","30014.0","","","","1"
"2016-07","Quebec","2016A000224","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314469","4.1.4","7132","","","","0"
"2016-07","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028698","4.2.1","71813.0","","","","1"
"2016-07","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028699","4.2.2","2721.4","","","","1"
"2016-07","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028700","4.2.3","21831.0","","","","1"
"2016-07","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314470","4.2.4","49551","","","","0"
"2016-07","Quebec","2016A000224","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028701","4.3.1","17509.0","","","","1"
"2016-07","Quebec","2016A000224","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028702","4.3.2","663.7","","","","1"
"2016-07","Quebec","2016A000224","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028703","4.3.3","9586.0","","","","1"
"2016-07","Quebec","2016A000224","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314471","4.3.4","146654","","","","0"
"2016-07","Ontario","2016A000235","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028704","5.1.1","677055.0","","","","1"
"2016-07","Ontario","2016A000235","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028705","5.1.2","26161.4","","","","1"
"2016-07","Ontario","2016A000235","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028706","5.1.3","153962.6","","","","1"
"2016-07","Ontario","2016A000235","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314472","5.1.4","6190","","","","0"
"2016-07","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028707","5.2.1","209087.0","","","","1"
"2016-07","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028708","5.2.2","8078.5","","","","1"
"2016-07","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028709","5.2.3","77050.8","","","","1"
"2016-07","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314473","5.2.4","152055","","","","0"
"2016-07","Ontario","2016A000235","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028710","5.3.1","200106.0","","","","1"
"2016-07","Ontario","2016A000235","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028711","5.3.2","7731.7","","","","1"
"2016-07","Ontario","2016A000235","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028712","5.3.3","109438.0","","","","1"
"2016-07","Ontario","2016A000235","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314474","5.3.4","1975291","","","","0"
"2016-07","Manitoba","2016A000246","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028713","6.1.1","59060.0","","","","1"
"2016-07","Manitoba","2016A000246","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028714","6.1.2","2247.2","","","","1"
"2016-07","Manitoba","2016A000246","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028715","6.1.3","27008.4","","","","1"
"2016-07","Manitoba","2016A000246","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314475","6.1.4","110","","","","0"
"2016-07","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028716","6.2.1","19979.0","","","","1"
"2016-07","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028717","6.2.2","760.2","","","","1"
"2016-07","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028718","6.2.3","3857.6","","","","1"
"2016-07","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314476","6.2.4","24602","","","","0"
"2016-07","Manitoba","2016A000246","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028719","6.3.1","13158.0","","","","1"
"2016-07","Manitoba","2016A000246","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028720","6.3.2","500.7","","","","1"
"2016-07","Manitoba","2016A000246","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028721","6.3.3","5433.0","","","","1"
"2016-07","Manitoba","2016A000246","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314477","6.3.4","246262","","","","0"
"2016-07","Saskatchewan","2016A000247","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028722","7.1.1","1270.0","","","","1"
"2016-07","Saskatchewan","2016A000247","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028723","7.1.2","49.1","","","","1"
"2016-07","Saskatchewan","2016A000247","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028724","7.1.3","161.0","","","","1"
"2016-07","Saskatchewan","2016A000247","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314478","7.1.4","23","","","","0"
"2016-07","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028725","7.2.1","16826.0","","","","1"
"2016-07","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028726","7.2.2","650.3","","","","1"
"2016-07","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028727","7.2.3","4150.9","","","","1"
"2016-07","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314479","7.2.4","39847","","","","0"
"2016-07","Saskatchewan","2016A000247","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028728","7.3.1","13096.0","","","","1"
